sample_id,predicted_price
215511,29.78
2733,16.42
105749,17.53
272720,11.09
168686,10.09
3788,9.85
177943,12.82
39160,26.14
164369,63.89
146900,63.63
71599,25.34
31805,12.42
65177,31.04
91401,1.55
59342,10.87
250421,11.07
55945,27.89
172952,9.4
184656,5.0
195629,73.74
194822,18.21
152840,6.86
72337,18.4
59184,13.56
67074,24.43
234638,24.64
33808,27.12
124622,35.93
271271,28.38
198446,10.38
192504,19.96
124436,60.24
256100,20.69
41876,4.83
76807,-4.45
132073,20.81
9657,26.32
39474,21.37
47207,21.07
129147,9.55
169944,0.66
127274,8.02
66204,54.9
212009,70.12
93408,11.62
201777,49.57
174512,13.65
154686,24.71
22275,29.4
36991,9.53
112112,26.7
211620,60.0
238772,20.2
295040,68.34
87665,-0.78
296813,26.3
44704,51.36
197319,22.06
270826,38.21
185492,7.58
198241,48.15
191919,21.55
294361,0.34
215947,20.29
64454,22.53
189578,20.71
111069,22.46
270971,44.0
255696,20.89
113777,28.39
106857,8.42
214226,20.49
268097,17.14
94638,17.85
134898,13.67
225513,11.48
221411,55.1
193026,12.92
215272,35.62
293950,17.1
74083,16.93
6479,5.24
21859,17.78
135228,27.05
263361,17.57
1831,61.77
156446,28.66
17314,21.88
245291,4.78
171425,15.79
39667,1.29
3550,71.26
280705,12.77
17029,24.99
136274,15.31
274982,16.03
231191,21.41
82932,24.87
197196,-0.78
130340,24.27
235609,20.71
34652,35.87
273107,19.16
200663,20.36
149603,46.33
220733,36.13
251861,-4.09
172242,17.41
99834,4.2
32297,20.7
178981,17.4
217556,26.97
216333,16.89
220717,26.1
195040,17.48
147682,73.27
183101,19.28
151583,5.51
37943,15.82
93640,3.0
286875,18.09
207294,13.62
196633,42.33
182280,9.98
77165,1.74
262403,22.09
23520,18.05
194351,23.36
402,15.27
106058,14.94
7603,35.63
287712,30.28
260789,17.83
48835,19.23
156401,16.81
52248,29.05
224633,26.99
291119,6.56
206125,28.93
220718,34.42
268878,15.82
22787,15.98
87537,12.21
120063,23.86
106361,25.02
287764,26.26
55196,25.19
193960,23.73
216337,11.31
50253,69.26
170960,26.05
144073,68.54
201477,3.37
263102,76.38
202612,26.8
228323,29.03
10373,19.84
118238,26.22
148947,12.05
142345,70.72
84044,28.27
289330,16.89
233938,33.65
12068,22.6
266573,19.21
247742,30.2
120806,4.57
76474,53.56
196481,64.04
96295,11.77
148380,56.83
137493,24.62
54835,22.68
132016,13.96
204405,7.52
257677,8.14
114494,47.54
262627,2.13
69995,16.58
57055,66.32
280880,19.72
71915,37.1
12865,9.62
277020,13.43
165102,19.0
677,13.87
24786,26.19
48174,-1.91
7354,45.63
234300,18.37
71904,14.23
207195,37.48
265747,15.87
122675,19.51
117269,19.35
297779,38.75
79644,7.51
186864,39.91
17652,-2.49
127091,1.87
174936,17.88
171843,22.23
46755,5.76
26228,17.66
157640,44.21
90584,1.43
245967,25.66
58392,44.08
66199,2.16
162946,27.46
240448,15.45
111586,31.47
129519,9.42
126792,3.72
121330,10.21
248540,32.15
278391,16.22
54763,1.3
201621,30.93
46952,2.1
288832,3.86
227646,26.38
176719,34.99
152219,61.7
264100,10.64
281234,2.69
293601,18.91
40371,11.13
286342,22.59
82162,28.62
174378,28.03
85610,16.74
93622,25.8
201415,83.18
116819,42.61
30676,12.92
243522,6.07
110096,42.28
218463,26.32
244730,1.08
128662,11.15
233413,16.89
231341,53.03
25150,10.95
215004,90.9
160629,51.07
269887,10.77
294750,20.22
258244,16.09
91169,6.83
2563,56.53
149424,-4.84
241069,14.62
214130,9.82
210658,17.68
34249,56.82
213650,26.96
19113,20.15
217093,21.82
162479,16.25
215355,31.38
34853,32.52
5238,17.69
199181,-8.15
30763,9.5
23962,25.73
162542,24.59
164955,16.17
244779,11.22
63772,13.92
58563,39.32
78089,21.8
94444,64.37
101753,8.53
251410,-2.38
14179,14.79
270096,-1.57
233086,103.17
284916,20.37
74193,37.16
103341,8.43
291205,14.53
88983,33.3
82534,31.61
286874,18.5
100040,20.81
217760,45.71
266652,14.69
61832,-1.13
137599,11.0
174965,18.08
18040,46.5
58524,17.82
171266,16.42
10030,21.07
162024,43.68
163291,10.48
294437,17.67
51314,41.21
218483,24.45
85669,25.0
215652,3.8
36255,17.58
49092,37.91
298198,-3.34
44045,13.19
110023,16.93
172002,3.16
85399,27.71
105800,19.86
42458,11.29
178459,4.3
69618,3.96
12761,14.75
292914,23.03
228328,16.09
140141,38.3
25539,55.87
33663,14.27
242502,23.37
223699,24.72
19205,46.87
49690,11.28
115621,7.66
57598,20.26
284908,0.7
177544,35.3
264135,-0.71
102717,13.81
276798,54.36
224574,20.44
138061,30.92
249471,12.56
176842,17.43
280433,15.53
209692,14.27
62159,12.53
133845,25.28
59147,24.63
152844,-5.07
75098,26.47
238859,16.44
197832,10.39
275776,28.45
248321,24.58
269879,7.83
284307,19.6
104166,21.51
281270,-0.24
135131,6.39
209467,6.07
166261,106.19
245933,13.65
153721,17.3
3646,120.3
237417,38.27
215442,21.8
87977,11.47
120716,17.15
187180,40.58
63153,50.56
65977,15.11
191183,11.11
110351,16.11
119539,39.97
90844,36.23
251236,-0.15
169149,4.54
223973,29.24
187548,1.71
159036,16.57
120251,21.48
106795,13.27
226169,23.06
239212,24.84
294434,13.21
217205,6.06
140300,15.64
211448,59.17
225829,21.95
227063,25.0
240532,12.72
116224,18.63
55619,9.39
62817,21.7
144132,24.05
53510,16.75
89636,19.6
107939,13.49
293615,18.39
201658,21.35
89586,21.02
112198,18.24
1582,58.01
133811,18.76
95283,29.47
23471,34.03
88736,16.34
118344,-0.08
253964,17.24
86507,11.9
96407,1.79
273197,10.98
66453,46.52
115180,22.51
162621,35.05
110915,23.08
210108,33.88
74333,-0.85
82603,19.98
199689,9.86
282438,5.32
33356,-5.25
240258,36.36
295892,84.35
256664,26.04
157600,47.15
275769,30.86
222919,16.74
204416,20.48
161551,34.66
48298,47.85
75809,0.06
76741,18.0
2141,44.1
293335,-13.16
5300,60.94
166037,25.72
172478,25.12
117858,12.01
45549,2.15
62256,31.39
100551,22.43
209153,20.08
218225,12.52
224632,16.25
149839,43.42
183237,8.82
217677,32.7
167013,43.88
161088,56.26
298660,22.22
20206,48.56
128292,15.72
39289,2.6
99516,33.21
161866,127.8
29163,24.25
137414,17.19
213579,7.62
284687,17.94
165009,13.12
239007,14.12
273898,13.83
19997,44.84
211178,17.05
297874,16.04
281461,36.07
59477,11.89
202090,33.84
240150,10.45
54331,3.17
222455,16.98
193891,28.82
45020,17.53
276612,34.39
91281,4.75
82963,3.73
45478,0.87
277681,20.89
96232,17.15
118460,22.46
130267,15.76
58366,6.33
179512,16.94
144165,43.37
37744,26.0
236036,28.08
47768,19.1
160843,19.76
117900,68.43
32266,7.46
219817,22.92
215068,18.92
221397,37.96
118293,12.14
273679,5.39
53015,18.26
276922,29.93
70754,35.56
155793,-1.14
207029,9.61
59976,16.64
45358,3.59
226926,9.2
112405,7.32
298901,17.36
20390,65.0
185062,5.71
63274,11.01
54684,57.72
285161,-2.74
200081,22.55
218915,-11.16
218462,28.59
50355,5.55
231911,82.81
152128,82.12
203362,23.52
100564,21.82
134638,23.12
11033,6.52
215310,9.28
169732,29.17
285481,-3.37
60786,8.35
271970,27.38
274027,4.4
96959,36.03
34088,11.73
39508,24.88
38558,34.98
57206,19.25
182227,30.57
217848,22.21
60492,29.89
252246,24.02
250513,6.57
24086,5.67
272321,16.79
54111,12.71
14176,27.14
26724,1.41
240392,32.0
97074,6.7
229286,46.14
5002,41.21
237864,26.65
41492,10.45
167138,30.83
294466,21.91
262993,15.32
217020,13.99
19098,16.69
176390,99.56
71785,61.23
235103,38.65
278040,15.62
86895,13.79
61487,3.57
288428,11.98
210330,5.41
86541,33.73
230005,13.48
37920,14.41
172064,13.44
224219,16.76
20779,54.05
197261,30.46
185302,63.19
41890,17.45
106050,21.33
81051,18.46
291064,20.3
183740,87.0
13988,16.02
299438,9.91
103871,12.82
124273,73.46
287269,30.7
257214,42.19
192079,6.16
94414,30.07
220222,30.54
252860,20.09
235058,27.55
50566,12.49
65103,29.02
99993,22.47
292742,29.36
3933,100.64
255477,43.4
240883,27.01
155404,34.61
94077,34.25
226144,25.67
271545,13.55
178450,12.6
153419,29.54
245669,21.03
161062,60.77
87785,13.66
58630,11.74
203661,19.85
120838,40.28
91764,31.69
159035,9.01
85167,26.23
162984,17.82
206166,7.83
165237,24.3
107432,23.36
127121,23.03
129570,13.96
232999,13.43
134959,3.63
267393,6.57
171846,20.09
24799,12.55
42185,20.43
132771,22.7
255252,33.57
22833,19.88
178466,4.34
157863,-6.54
278093,19.76
143253,5.42
247942,44.95
224018,15.09
149313,9.29
248116,20.26
44098,12.03
100011,19.89
191079,10.74
153665,7.38
169054,14.79
291479,11.47
126974,40.3
145261,49.82
9419,3.83
44450,9.31
55692,44.74
237292,16.39
147190,43.44
252054,9.19
205627,8.2
254065,101.54
218831,19.6
140071,9.18
111207,20.27
43774,33.87
123697,20.93
56610,25.88
48689,12.36
269574,20.39
139638,6.55
59375,33.8
119832,2.72
224863,16.26
29922,16.19
213866,35.89
123247,15.48
146447,41.18
258528,10.92
63480,127.17
155684,5.6
149719,62.07
61806,25.0
77066,42.26
210077,18.51
147921,48.95
219101,17.18
209630,17.79
192231,83.33
146029,40.99
196290,62.92
162853,16.75
98261,13.17
35710,9.76
171945,3.05
42419,9.57
37327,27.73
185204,11.75
255121,46.08
137024,23.6
261628,10.63
72322,16.87
290267,19.8
197352,18.7
133275,14.99
267912,4.5
51634,15.01
11943,15.82
15579,27.13
220395,-7.42
78584,4.21
82545,14.77
8215,12.81
93821,19.88
37841,25.3
73951,24.85
263900,0.27
178854,26.78
69376,21.48
277527,14.01
45687,6.1
269550,6.74
93381,18.23
258866,18.25
281519,25.25
147685,42.68
144442,32.08
264652,16.72
195133,92.1
246098,50.62
47445,-4.72
222813,47.85
33989,18.44
22653,20.69
71576,26.27
162197,6.36
188956,-0.49
163889,17.22
194736,20.59
227127,18.06
78404,36.18
58310,51.93
97712,30.49
238820,24.48
98379,5.66
102530,60.0
37922,5.96
223531,37.56
183437,46.51
253127,3.27
245042,7.86
169664,1.04
119425,10.76
176294,15.52
33134,15.3
152033,45.55
7584,49.56
15163,21.12
70192,11.55
167575,18.72
68789,38.2
215712,29.09
213583,16.28
41495,7.33
250452,17.12
278288,10.38
206169,19.94
19839,20.59
105230,50.81
129413,42.68
83458,1.56
15884,-5.15
249429,19.29
23207,11.29
59195,31.5
269521,15.28
114788,24.94
129094,24.46
167238,23.77
232834,45.29
36957,3.98
50330,16.56
117593,15.42
233719,29.05
35148,37.48
271935,18.25
237017,23.73
77235,5.6
174935,-5.88
153908,17.34
234319,24.66
269812,22.13
171030,28.92
53877,24.97
145542,48.89
147051,49.09
180135,17.45
24106,0.93
165468,24.46
73257,19.38
79995,-0.83
102708,9.74
6581,28.31
41987,17.56
79104,12.43
296052,11.13
16091,19.52
192478,13.79
208085,27.07
173235,18.03
222432,49.01
147141,18.49
119426,41.09
163285,-6.62
149258,14.67
278340,14.21
270820,17.37
116820,30.13
56693,12.79
155128,17.89
46146,9.51
80779,3.65
17383,7.36
171154,33.66
160219,17.11
285136,28.29
46332,51.28
125794,53.56
217193,29.34
210365,29.78
279762,20.07
62234,25.58
40332,7.83
67175,28.89
60056,37.78
179662,13.13
239933,45.78
244722,37.88
145956,66.12
68924,46.7
243170,40.76
232128,41.92
122804,12.95
195940,37.64
5311,50.36
26312,5.9
146696,52.97
42269,0.44
125087,47.71
165332,25.08
291099,2.52
212550,71.3
130379,21.51
141747,14.74
48402,17.36
265716,8.5
134991,3.13
219254,18.94
74012,39.95
298753,19.99
230746,16.95
249523,-4.71
173571,30.25
200882,-4.17
371,-0.74
130082,36.51
192586,25.06
1934,49.48
68642,12.2
19291,45.12
100682,31.93
169125,22.16
169763,37.35
162737,21.84
121685,30.04
39368,9.89
280293,16.74
243552,39.21
26367,17.12
95471,12.21
56950,26.15
272123,21.54
89200,27.14
109413,24.28
182569,24.72
240551,18.63
170216,10.05
277056,-3.87
202307,16.46
57463,38.14
194487,24.71
28287,12.93
198872,14.57
264008,10.33
198497,6.26
197244,48.4
267935,19.28
74617,26.36
195016,33.06
151107,33.13
34535,44.6
294020,14.15
238769,16.71
228778,11.47
219301,18.44
181816,10.81
126377,6.84
79887,50.47
41978,15.82
34695,35.06
298089,28.52
126247,34.02
80464,16.18
10780,38.18
135733,21.75
134772,26.4
174374,12.94
160213,7.99
141213,16.93
131290,55.1
180897,53.66
124794,2.29
71234,12.05
92483,25.47
199993,14.65
68133,13.27
11213,16.88
238382,18.42
82167,22.67
129617,30.38
261605,23.26
292688,19.17
188809,11.31
30077,50.03
138576,27.96
119098,19.88
210375,13.98
83890,46.52
216634,40.0
161872,74.99
168363,15.03
283537,13.12
70033,33.73
124668,26.88
47334,48.58
224287,2.37
71068,27.18
157149,86.08
236602,20.71
78092,20.43
68564,12.09
4480,24.34
62668,31.6
69088,30.99
267089,29.29
92742,31.09
20746,49.89
282937,16.16
295501,23.04
298369,16.3
140626,15.25
204079,27.87
252056,43.76
228095,41.18
271373,19.84
111563,18.45
156095,48.25
228314,23.65
37188,3.45
128527,13.77
297436,11.22
43738,1.14
54407,18.28
226269,17.39
127278,19.67
186765,14.55
180361,33.16
255970,63.12
234130,7.27
58605,15.05
106989,5.37
119656,6.65
111237,30.0
262330,56.77
163891,18.79
237306,18.91
143607,62.86
193906,38.87
222177,24.22
288915,18.96
285660,5.17
207960,37.24
36872,27.71
65789,20.62
217805,40.75
130799,39.2
123290,27.27
55093,38.02
6048,13.16
295231,44.42
185958,52.43
165349,23.16
109711,38.66
81923,23.09
285489,13.41
91550,19.62
52467,16.27
58562,49.52
118743,19.44
94159,-2.16
57750,17.4
258016,13.36
95526,60.88
172958,33.25
131559,33.21
133582,43.38
29750,4.03
30495,7.35
31190,21.61
161937,150.88
230577,23.2
199721,38.05
240216,30.89
204206,35.52
190666,22.97
45062,39.58
47440,14.4
116007,16.56
34678,10.77
88899,4.11
109636,10.8
278359,5.34
91112,17.62
132479,6.11
162731,15.43
78123,27.19
152731,22.95
88769,5.42
87246,-5.64
296517,18.65
207874,33.0
69480,23.69
15832,32.35
17712,19.19
111658,26.42
38160,21.85
158679,43.87
5863,22.34
45466,19.26
98270,54.74
43880,-1.47
103909,10.84
294244,23.91
185876,21.86
235383,35.7
181832,4.15
185790,9.45
215632,8.76
206374,2.06
156712,48.94
705,12.67
138108,36.16
76836,7.18
111327,40.73
228887,15.98
238776,41.1
8752,25.72
191185,12.73
119476,23.32
172898,4.25
270513,41.84
243560,29.8
242487,21.0
242156,30.58
36370,-9.7
215975,39.67
80123,18.23
206744,64.56
108108,13.83
82258,-4.58
180835,-0.05
254,6.95
44059,21.83
288610,30.01
238739,28.85
239836,3.2
28218,18.86
153221,16.52
248137,16.84
264473,22.19
134555,27.55
94755,2.14
12152,36.72
155498,18.87
206772,8.45
74939,32.79
215529,7.39
62644,36.68
105775,8.23
43468,18.7
34250,18.14
220830,3.8
111285,16.14
16,19.83
201997,27.99
69670,6.88
140283,26.73
267689,1.35
51070,19.78
83361,12.49
116136,56.62
162614,2.4
137485,15.12
258250,24.03
256879,39.45
127497,11.23
266861,31.35
205109,10.18
292648,25.9
264606,33.32
45856,16.07
6893,24.72
111085,6.06
137654,41.66
198791,16.51
258372,23.62
1174,27.74
180931,12.02
113325,28.93
251709,23.81
205534,53.71
129586,27.48
217864,38.42
4087,41.76
220588,31.06
291599,5.23
257092,7.28
208269,19.53
117743,74.7
294623,18.13
28374,-0.59
162548,14.55
234959,23.42
159916,16.69
8492,-0.34
1708,43.61
772,4.84
299202,35.95
4911,15.96
130825,3.41
132953,23.36
298055,11.88
124603,27.43
210661,16.88
278882,27.14
95187,6.38
153496,12.84
197685,39.32
73449,18.51
146990,61.48
86832,20.67
267772,18.97
80276,12.87
112523,25.29
247000,22.57
106351,21.32
230495,29.13
238756,15.76
151730,25.84
101332,4.33
132969,24.85
214751,64.43
31249,31.4
160853,24.07
203202,18.88
233569,15.21
11537,13.78
78268,44.14
228976,18.96
214620,10.56
91981,12.43
152814,43.19
151081,13.94
148709,46.08
219847,42.48
247249,53.82
139485,23.05
51399,28.34
96506,17.34
60170,21.48
37492,19.94
238741,31.63
218460,20.33
257767,-1.25
211549,19.59
203688,40.65
220547,26.82
44957,3.8
20049,49.02
276115,6.58
30134,16.14
176352,11.35
285884,15.77
125962,35.86
279940,19.59
189536,5.74
26217,3.57
122908,69.96
87241,20.76
209634,27.02
225778,8.22
144166,40.67
96662,12.74
278134,15.19
26623,13.37
235136,83.45
27636,28.74
180476,30.53
32200,1.46
72543,12.45
195665,67.33
259255,16.91
101219,45.52
64783,9.88
205547,15.3
259068,22.86
116454,78.26
187112,50.05
64150,16.06
249854,24.74
145249,69.27
2904,17.07
65575,36.1
274949,21.46
120520,18.62
46976,10.21
113501,45.47
61675,17.06
150173,5.22
215205,27.79
194660,9.22
62595,2.85
159527,9.09
180447,40.79
194768,24.9
289557,53.24
183047,20.22
239454,1.24
43577,21.52
207256,29.18
236586,38.4
46941,-3.21
239768,13.93
23550,23.49
23314,17.19
196277,65.34
63236,20.43
245832,22.03
197959,40.51
117291,32.84
147762,39.47
105321,8.85
289705,41.11
10487,40.7
159268,9.56
128761,7.08
236601,11.14
130054,13.25
85776,9.4
232780,17.33
213814,16.78
267320,1.92
264815,7.73
248636,42.04
11648,17.96
47217,21.5
167892,6.07
131303,3.16
227974,57.21
78424,7.46
28065,40.08
231006,21.13
257242,10.59
261540,13.72
191230,13.1
258602,8.65
53395,22.86
228302,36.25
282706,18.29
41258,11.34
56345,11.92
95562,24.06
246758,12.14
255851,10.04
284530,15.56
47145,25.58
287523,51.51
6054,71.94
89215,32.13
187562,24.85
151457,29.55
270725,35.79
80182,39.5
294186,24.07
252967,14.14
196500,73.47
94228,16.49
29144,29.53
299310,12.57
287631,12.28
191032,13.57
279578,13.89
290981,18.94
93067,10.8
289533,21.35
2148,55.3
115071,34.94
251725,31.98
4168,8.92
289883,26.6
178410,16.26
43515,12.63
170351,15.75
13387,14.42
140314,16.34
108128,33.39
240528,34.35
152841,-0.34
140874,13.39
113460,29.07
230437,11.93
216559,28.01
221336,15.48
137712,10.43
119890,7.39
264527,14.11
223968,11.29
158319,9.08
161552,46.93
75004,4.88
268677,6.86
78564,8.66
78120,35.4
222332,18.18
258175,27.27
294969,13.11
121698,29.98
181460,3.48
115062,18.98
49026,2.44
241252,8.37
203778,18.53
263602,33.24
31179,10.7
13706,37.24
184592,23.57
205590,54.94
264964,17.33
237192,14.08
36945,2.4
276939,46.19
262332,32.39
282659,61.86
217055,25.4
281829,16.08
178670,17.24
84137,14.2
88417,16.63
206100,18.81
209981,-1.36
212515,66.48
44541,42.96
291365,11.55
251940,15.28
199552,49.37
67858,46.07
295904,17.72
47592,18.61
180596,2.7
24571,20.6
113580,17.86
696,10.03
96319,14.45
118661,7.31
104337,19.2
223424,33.03
33558,26.7
274130,13.45
60153,3.23
157538,114.32
171898,12.72
86933,11.31
293723,41.29
268023,4.3
183248,8.45
102908,12.53
272925,54.83
261160,25.87
236634,21.11
198516,37.33
157544,127.02
279638,26.86
64409,21.65
88787,21.63
155967,6.92
183488,27.84
220247,11.69
286514,8.83
84284,-3.69
268864,12.77
219588,13.62
141729,4.1
75261,23.3
194702,7.14
251805,56.82
31889,-6.27
119,28.13
9200,17.55
129827,5.63
164455,26.13
218986,-0.79
9628,2.42
11287,27.34
99363,38.15
86745,7.0
12750,34.83
292136,26.67
53401,35.3
19487,47.99
60017,17.63
80380,27.84
279217,-0.54
232364,17.81
160093,22.44
74347,44.74
62446,39.8
6130,12.07
192836,18.29
75094,11.26
42003,19.87
246704,49.17
19200,43.3
14520,34.19
252828,19.12
280841,16.0
121441,24.46
188582,20.72
19467,51.37
44287,2.03
25686,8.27
182016,-7.33
96306,14.62
195557,80.01
216483,14.08
99145,1.48
219731,25.04
282129,6.34
14575,15.84
101308,22.36
91516,40.39
76587,29.46
233054,38.64
187039,10.84
215679,24.74
262214,75.64
127902,45.59
139993,23.45
138784,25.22
13870,28.59
173245,7.16
146020,48.35
144377,60.66
49482,16.24
260752,6.15
198103,42.13
226850,14.96
59493,18.76
42583,7.16
191856,15.4
135783,18.59
271291,32.77
108686,23.73
272703,15.67
222714,39.23
194011,82.19
68428,22.77
51331,22.65
214004,16.69
256,11.07
155311,16.79
48047,17.82
46527,18.42
117352,17.69
73846,11.44
28506,43.58
190303,43.71
81781,10.47
226202,14.05
94657,17.21
208599,40.45
121694,42.22
279794,21.77
46668,20.48
31216,14.45
29962,14.2
192852,22.53
40374,15.63
111725,45.17
216573,14.31
153633,42.38
2633,43.71
59613,30.66
192417,15.63
133586,11.25
138099,122.56
7299,23.0
273632,20.39
230647,-0.9
264855,12.64
193840,12.35
254491,24.88
209800,18.89
37565,14.88
195485,66.77
233269,36.37
226631,10.97
260099,19.31
212015,66.6
58426,28.99
234426,0.71
292448,24.55
150854,31.12
75658,8.35
128884,13.05
104831,18.13
65727,20.74
76655,12.51
25064,11.68
125547,23.03
141396,17.94
146743,48.52
239497,31.05
55312,34.58
61707,19.19
295822,10.09
730,26.04
283250,33.2
118080,53.21
145418,31.42
246510,18.48
77976,14.93
79402,25.2
137260,10.88
28111,3.14
203961,4.34
226836,30.04
21948,17.21
274809,13.7
75850,23.73
36150,25.96
151006,4.71
267776,16.37
9840,5.95
205373,23.69
143238,19.18
56810,10.62
298471,5.74
239571,25.09
291424,16.68
73802,0.84
192946,12.0
228487,51.07
141968,58.35
230616,21.53
54590,30.32
81174,39.06
241353,9.9
111697,45.51
231548,46.22
51619,12.55
271017,40.3
198130,30.93
112551,20.34
291718,-2.59
269976,9.31
17476,24.41
4848,19.74
2031,64.43
60864,32.21
295437,14.5
107561,19.38
257856,12.57
69851,2.08
189771,19.9
23426,45.38
79178,13.23
261551,26.61
169023,7.47
33678,25.03
189028,21.77
97388,24.81
43111,15.49
102954,15.45
124163,21.97
239555,59.26
84338,39.29
88381,38.53
159573,10.17
137928,37.35
141136,38.95
262792,27.59
129834,-5.31
80492,18.92
180254,37.93
90021,15.08
119662,-2.54
151866,22.19
290110,-7.74
141309,9.84
269221,31.49
114309,7.27
264003,10.33
196401,75.48
62677,23.96
87787,26.14
160170,17.95
196651,55.98
298632,18.26
49653,4.35
43149,-4.98
230778,12.92
195332,53.7
102782,16.01
111669,35.81
138185,22.47
258043,23.47
275629,10.27
261641,26.54
275948,23.73
10182,5.42
222689,29.1
213218,38.11
81155,23.44
257840,3.46
111300,25.64
178592,19.16
231251,5.16
228658,36.49
10576,57.48
224364,5.26
169862,40.07
264284,28.37
178367,29.91
256283,16.45
192846,18.98
96119,23.54
290531,32.39
117478,8.84
280361,8.49
191861,8.03
278567,-1.31
217092,22.9
146055,41.64
182677,0.16
70024,6.66
49959,4.96
37253,21.18
99226,6.97
36781,20.09
14577,17.15
216951,17.3
155275,17.09
166832,12.8
14618,35.33
164786,15.63
239098,16.5
133022,21.76
258068,19.39
275259,-2.68
268275,7.88
187234,45.1
229873,10.93
131268,15.73
281127,4.37
121890,18.22
181709,16.51
261062,25.05
179120,10.05
131182,24.94
240933,18.67
192001,13.84
156153,-5.93
194114,16.9
211681,45.75
115544,17.43
148127,8.19
158903,0.77
45781,60.41
70784,24.54
283293,2.36
151758,10.03
44596,26.2
100301,20.13
206861,23.77
269982,122.93
192953,25.4
6484,32.78
86813,21.9
249660,14.83
85383,17.4
210105,49.44
181870,46.33
4373,16.25
209935,11.91
140883,51.29
248098,27.94
289030,15.44
75326,14.01
257062,20.84
84359,16.17
38050,27.51
227935,29.25
246881,29.67
293905,16.43
242822,46.99
227054,-5.85
146164,40.73
164689,5.83
29413,11.55
239309,36.19
24150,15.41
274767,4.76
158036,9.28
207655,15.78
177072,32.27
226891,21.53
184840,25.52
299370,25.9
229563,9.76
200498,21.27
88144,8.49
16561,13.3
39931,30.48
238833,39.45
189428,39.82
216288,32.54
55979,6.59
89498,14.72
257362,33.89
186282,30.11
181042,19.96
267647,-2.31
239798,25.4
93179,15.23
84444,30.32
203025,26.85
249816,8.79
274175,20.66
184178,49.93
273411,12.42
267716,18.95
145393,49.69
189115,10.68
19429,52.31
113128,19.78
41932,22.74
240212,25.56
285524,31.67
109175,29.5
70710,23.68
294905,8.46
230708,19.37
105457,2.51
15967,26.66
68289,11.8
280129,6.38
267726,16.17
46173,5.43
152652,-0.02
64331,0.4
56408,29.72
12294,18.53
66018,11.38
11360,33.76
185462,-3.05
91779,13.8
234716,8.94
296488,18.94
269339,20.66
91693,78.98
63750,13.72
140189,10.89
14096,6.57
129378,7.06
124849,23.42
11518,39.44
150140,13.42
284228,7.01
290922,21.59
160550,17.03
211905,1.41
18314,43.71
106467,11.16
60605,10.17
258251,14.29
156019,73.29
262186,15.92
76404,9.29
